"Uploaded to this post","Zu diesem Beitrag hochgeladen"
"You are about to permanently delete this item.\n  'Cancel' to stop, 'OK' to delete.","Du bist gerade dabei, dieses Element unwiderruflich zu löschen.\n  'Abbrechen' zum Stoppen, 'OK' zum Löschen."
"Insert from URL","Von URL einfügen"
"Set Featured Image","Beitragsbild festlegen"
"Set featured image","Beitragsbild festlegen"
"Create Gallery","Galerie erstellen"
"&#8592; Cancel Gallery","&#8592; Galerie abbrechen"
"Insert gallery","Galerie einfügen"
"Update gallery","Update Galerie"
"Add to gallery","Zur Galerie hinzufügen"
"Add to Gallery","Zur Galerie hinzufügen"
"Reverse order","Sortierung umkehren"
"The constant <code>VHOST</code> <strong>is deprecated</strong>. Use the boolean constant <code>SUBDOMAIN_INSTALL</code> in wp-config.php to enable a subdomain configuration. Use is_subdomain_install() to check whether a subdomain configuration is enabled.","Die Konstante <code>VHOST</code> <strong>ist veraltet</strong>. Nutze die Boolean-Konstante <code>SUBDOMAIN_INSTALL</code> in der Datei wp-config.php, um die Konfiguration von Subdomains zu aktivieren. Mit der Funktion <code>is_subdomain_install()</code> kannst du überprüfen, ob die Subdomain-Konfiguration aktiviert ist."
"<strong>Conflicting values for the constants VHOST and SUBDOMAIN_INSTALL.</strong> The value of SUBDOMAIN_INSTALL will be assumed to be your subdomain configuration setting.","<strong>Widersprüchliche Angaben für die Konstanten VHOST und SUBDOMAIN_INSTALL.</strong> Es wird der Wert von SUBDOMAIN_INSTALL für die Konfigurationseinstellungen von Subdomains übernommen."
"The requested user does not exist.","Der angeforderte Benutzer existiert nicht."
"That user does not exist.","Dieser Benutzer existiert nicht."
"<strong>ERROR</strong>: Site URL already taken.","<strong>FEHLER</strong>: Seiten-Adresse ist schon vergeben."
"<strong>ERROR</strong>: problem creating site entry.","<strong>FEHLER</strong>: Problem beim Erstellen der Seiten."
"Only lowercase letters (a-z) and numbers are allowed.","Es sind nur Kleinbuchstaben und Ziffern erlaubt."
"Please enter a username.","Bitte gib einen Benutzernamen ein."
"That username is not allowed.","Dieser Benutzername ist nicht erlaubt."
"You cannot use that email address to signup. We are having problems with them blocking some of our email. Please use another email provider.","Du kannst dich leider nicht mit dieser E-Mail-Adresse registrieren, da dein E-Mail-Anbieter einen Teil unserer E-Mails blockiert. Nutze bitte eine E-Mailadresse eines anderen E-Mail-Anbieters."
"Username must be at least 4 characters.","Der Benutzername muss mindestens aus 4 Zeichen bestehen."
"Sorry, usernames may not contain the character &#8220;_&#8221;!","Benutzernamen dürfen keinen Unterstrich enthalten."
"Sorry, usernames must have letters too!","Entschuldige, aber Benutzernamen müssen auch Buchstaben enthalten!"
"Please enter a valid email address.","Bitte gib eine gültige E-Mail-Adresse ein."
"Sorry, that email address is not allowed!","Diese E-Mail-Adresse ist nicht erlaubt!"
"Sorry, that username already exists!","Entschuldige, aber der Benutzername existiert bereits!"
"Sorry, that email address is already used!","Entschuldige, aber diese Email-Adresse wird bereits verwendet!"
"That username is currently reserved but may be available in a couple of days.","Dieser Benutzername ist derzeit reserviert, ist aber möglicherweise in den nächsten Tagen verfügbar."
"username and email used","Benutzername und E-Mail-Adresse wurden schon verwendet"
"That email address has already been used. Please check your inbox for an activation email. It will become available in a couple of days if you do nothing.","Diese E-Mail-Adresse wurde bereits verwendet. Bitte schau in deinem Postfach nach der Aktivierungsmail. Falls du keine bekommen oder die Mail bereits gelöscht hast, kannst du dich in ein paar Tagen erneut mit dieser E-Mail-Adresse registrieren."
"Please enter a site name.","Bitte gib einen Seitennamen ein."
"That name is not allowed.","Dieser Name ist nicht erlaubt."
"Site name must be at least 4 characters.","Der Seitenname muss mindestens 4 Zeichen lang sein."
"Sorry, site names may not contain the character &#8220;_&#8221;!","Entschuldigung, Seitenadressen dürfen keinen Unterstrich im Namen haben."
"Sorry, you may not use that site name.","Dieser Seitename darf leider nicht verwendet werden."
"Sorry, site names must have letters too!","Entschuldige, Seitennamen müssen auch Buchstaben enthalten!"
"Please enter a site title.","Bitte gib einen Seitentitel ein."
"Sorry, that site already exists!","Diese Webseite existiert bereits."
"Sorry, that site is reserved!","Entschuldige, aber diese Seite wurde bereits reserviert!"
"That site is currently reserved but may be available in a couple days.","Diese Seite wurde bereits reserviert, ist aber eventuell in ein paar Tagen wieder verfügbar."
"To activate your blog, please click the following link:\n\n%s\n\nAfter you activate, you will receive *another email* with your login.\n\nAfter you activate, you can visit your site here:\n\n%s","Um deine Webseite zu aktivieren, klicke bitte auf folgenden Link:\n\n%s\n\nNach der Aktivierung wirst du eine weitere E-Mail mit deinen Zugangsdaten erhalten.\n\nNach der Aktivierung kannst du deine Webseite unter der folgenden URL aufrufen:\n%s"
"[%s] Activate %s","[%s] Aktivieren %s"
"To activate your user, please click the following link:\n\n%s\n\nAfter you activate, you will receive *another email* with your login.","Um den Benutzer zu aktivieren, klicke bitte folgenden Link:\n\n%s\n\nNach dem Aktivieren, bekommst du eine weitere E-Mail mit deinem Login."
"Invalid activation key.","Ungültiger Aktivierungsschlüssel."
"The user is already active.","Der Benutzer ist bereits aktiviert."
"The site is already active.","Diese Seite ist bereits aktiv."
"Could not create user","Der Benutzer konnte nicht erstellt werden"
"That username is already activated.","Dieser Benutzername wurde bereits aktiviert."
"Could not create site.","Seite konnte nicht angelegt werden."
"New Site: %s\nURL: %s\nRemote IP: %s\n\nDisable these notifications: %s","Neue Seite: %s\nURL: %s\nRemote IP: %s\n\nDeaktiviere diese Mitteilungen: %s"
"New Site Registration: %s","Neue Registrierung einer Seite: %s"
"New User: %s\nRemote IP: %s\n\nDisable these notifications: %s","Neuer Benutzer: %s\nRemote IP: %s\n\nDeaktiviere diese Mitteilungen: %s\n"
"New User Registration: %s","Neue Benutzerregistrierung: %s"
"Already Installed","Bereits installiert"
"You appear to have already installed WordPress. To reinstall please clear your old database tables first.","WordPress ist bereits installiert. Für eine Neuinstallation lösche bitte zuerst deine alte Datenbank."
"Dear User,\n\nYour new SITE_NAME site has been successfully set up at:\nBLOG_URL\n\nYou can log in to the administrator account with the following information:\nUsername: USERNAME\nPassword: PASSWORD\nLog in here: BLOG_URLwp-login.php\n\nWe hope you enjoy your new site. Thanks!\n\n--The Team @ SITE_NAME","Hallo,\n\ndeine neue Seite SITE_NAME wurde erfolgreich angelegt und ist nun unter folgender Adresse zu erreichen:\nBLOG_URL\n\nDu kannst dich mit folgenden Daten als Administrator einloggen:\nBenutzername: USERNAME\nPasswort: PASSWORD\nLogin unter: BLOG_URLwp-login.php\n\nViel Spaß mit deiner neuen Seite!\n\n--Das Team von SITE_NAME"
"New %s Site: %s","Neue %s Seite: %s"
"New %s User: %s","Neuer %s Benutzer: %s"
"This file is too big. Files must be less than %d KB in size.","Die Datei ist zu groß. Dateien dürfen nicht größer als %d KB sein."
"An error occurred adding you to this site. Back to the <a href=\"%s\">homepage</a>.","Es trat ein Fehler beim Versuch auf, dich zu dieser Webseite hinzufügen. Hier geht's <a href=\"%s\">zurück</a>."
"You have been added to this site. Please visit the <a href=\"%s\">homepage</a> or <a href=\"%s\">log in</a> using your username and password.","Du wurdest zu dieser Seite hinzugefügt. Du kannst nun die <a href=\"%s\">Startseite</a> besuchen oder dich Dich mit deinem Benutzernamen und Passwort <a href=\"%s\">anmelden</a>."
"WordPress &rsaquo; Success","WordPress &rsaquo; Erfolg"
"Dear User,\n\nYour new account is set up.\n\nYou can log in with the following information:\nUsername: USERNAME\nPassword: PASSWORD\nLOGINLINK\n\nThanks!\n\n--The Team @ SITE_NAME","Hallo,\n\ndein Benutzerkonto wurde angelegt.\n\nDu kannst dich mit folgenden Daten einloggen: \nBenutzername: USERNAME\nPasswort: PASSWORD\nLogin unter: LOGINLINK\n\nViel Spaß!\n\n--Das Team von SITE_NAME"
"This user has elected to delete their account and the content is no longer available.","Der Nutzer hat sich entschieden seinen Account zu löschen – damit sind die Inhalte nicht länger verfügbar."
"This site has not been activated yet. If you are having problems activating your site, please contact <a href=\"mailto:%s\">%s</a>.","Diese Seite wurde noch nicht aktiviert. Wenn du Probleme mit der Aktivierung hast, kontaktiere bitte <a href=\"mailto:%s\">%s</a>."
"This site has been archived or suspended.","Dieser Blog wurde deaktiviert oder archiviert."
"That site does not exist. Please try <a href=\"%s\">%s</a>.","Diese Webseite existiert nicht. Bitte versuche <a href=\"%s\">%s</a>."
"No site defined on this host. If you are the owner of this site, please check <a href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">Debugging a WordPress Network</a> for help.","Auf diesem Host sind keine Seiten definiert. Wenn du der Besitzer dieser Seite bist, findest du Hilfe auf der Seite <a href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">Debugging a WordPress Network (engl.)</a>."
"If your site does not display, please contact the owner of this network.","Wenn deine Seite nicht angezeigt wird, nimm bitte Kontakt zum Betreiber des Netzwerks auf."
"If you are the owner of this network please check that MySQL is running properly and all tables are error free.","Wenn du der Besitzer dieses Netzwerks bist, überprüfe bitte, dass MySQL störungsfrei läuft und alle Tabellen fehlerfrei sind."
"<strong>Database tables are missing.</strong> This means that MySQL is not running, WordPress was not installed properly, or someone deleted <code>%s</code>. You really should look at your database now.","<strong>Es fehlen Datenbanktabellen.</strong> Das bedeutet, dass MySQL nicht läuft, dass WordPress nicht richtig installiert wurde oder dass <code>%s</code> gelöscht wurde. Du solltest dir jetzt deine Datenbank anschauen."
"<strong>Could not find site <code>%s</code>.</strong> Searched for table <code>%s</code> in database <code>%s</code>. Is that right?","<strong>Konnte die Webseite nicht finden. <code>%s</code>.</strong> Suche nach Tabelle <code>%s</code> in der Datenbank <code>%s</code>. Ist das richtig?"
"What do I do now?","Was mache ich jetzt?"
"Read the <a target=\"_blank\" href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">bug report</a> page. Some of the guidelines there may help you figure out what went wrong.","Lese die <a target=\"_blank\" href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">Fehler-Report</a> Seite. \nEinige der Richtlinien können dir helfen herauszufinden, was falsch gelaufen ist."
"If you&#8217;re still stuck with this message, then check that your database contains the following tables:","Wenn diese Nachricht weiterhin angezeigt wird, dann stelle sicher dass die Datenbank die folgenden Tabellen enthält:"
"Multisite only works without the port number in the URL.","Multisite funktioniert nur ohne die Port-Nummer in der URL."
"Database tables are missing.","Es werden Datenbank-Tabellen vermisst."
"No site by that name on this system.","In diesem System gibt es keinen Blog mit diesem Namen."
"The menu name <strong>%s</strong> conflicts with another menu name. Please try another.","Der Menüname <strong>%s</strong> ist schon in Benutzung. Bitte probiere einen anderen Namen."
"The given object ID is not that of a menu item.","Die übergebene ID gehört zu keinem Menüelement."
"Custom","Benutzerdefiniert"
"%s is a protected WP option and may not be modified","%s ist eine geschützte WP-Option und sollte nicht verändert werden"
"<strong>ERROR</strong>: Invalid username or incorrect password.","<strong>Fehler:</strong> Falscher Benutzername oder E-Mail-Adresse."
"You should specify a nonce action to be verified by using the first parameter.","Um verifiziert zu werden, gib bitte eine vorläufige Aktion als ersten Parameter an."
"New comment on your post \"%s\"","Neue Kommentare zu deinem Beitrag \"%s\""
"Author : %s (IP: %s , %s)","Autor: %s (IP: %s , %s)"
"E-mail : %s","E-Mail : %s"
"URL    : %s","URL: %s"
"Whois  : http://whois.arin.net/rest/ip/%s","Whois: http://whois.arin.net/rest/ip/%s"
"Comment:","Kommentar: "
"You can see all comments on this post here:","Du kannst alle Kommentare zu diesem Beitrag hier sehen:"
"[%s] Comment: \"%s\"","[%s] Kommentar: \"%s\""
"New trackback on your post \"%s\"","Neuer Trackback zum Beitrag \"%s\""
"Excerpt:","Kurzfassung: "
"You can see all trackbacks on this post here:","Du kannst alle Trackbacks zu diesem Beitrag hier sehen: "
"New pingback on your post \"%s\"","Neuer Pingback zum Beitrag \"%s\""
"You can see all pingbacks on this post here:","Du kannst alle Pingbacks zu diesem Beitrag hier sehen: "
"Trash it: %s","In den Papierkorb legen: %s"
"Delete it: %s","Lösche %s"
"Spam it: %s","Spam: %s"
"A new trackback on the post \"%s\" is waiting for your approval","Ein neuer Trackback zum Beitrag \"%s\" wartet auf Freigabe"
"Website : %s (IP: %s , %s)","Website: %s (IP: %s , %s)"
"Trackback excerpt:","Trackback (Kurzfassung):"
"A new pingback on the post \"%s\" is waiting for your approval","Ein neuer Pingback zum Beitrag \"%s\" wartet auf deine Freigabe."
"Pingback excerpt:","Pingback (Kurzfassung):"
"A new comment on the post \"%s\" is waiting for your approval","Ein neuer Kommentar zum Beitrag \"%s\" wartet auf seine Freischaltung."
"Approve it: %s","Genehmige %s"
"Currently %s comment is waiting for approval. Please visit the moderation panel:","Zurzeit wartet %s Kommentar auf Freigabe. Bitte gehe zur Moderationsansicht:"
"Currently %s comments are waiting for approval. Please visit the moderation panel:","Zurzeit warten %s Kommentare auf Freigabe. Bitte gehe zur Moderationsansicht:"
