"Activation Key Required","Clef d&rsquo;activation requise"
"You are not allowed to create posts as this user.","Vous n&rsquo;avez pas l&rsquo;autorisation de créer des contenus sous cet identifiant."
"Invalid author ID.","Identifiant utilisateur non valable."
"Sorry, you cannot stick a private post.","Désolé, vous ne pouvez pas mettre en avant un article privé."
"Sorry, you are not allowed to stick this post.","Désolé, vous n&rsquo;avez pas l&rsquo;autorisation de mettre cet article en avant."
"Invalid attachment ID.","Identifiant du fichier invalide."
"Sorry, one of the given taxonomies is not supported by the post type.","Désolé, l&rsquo;une des taxinomies données n&rsquo;est pas reconnue par ce type de contenu."
"Sorry, you are not allowed to assign a term to one of the given taxonomies.","Désolé, vous n&rsquo;avez pas l&rsquo;autorisation d&rsquo;assigner un terme à l&rsquo;une des taxinomies indiquées."
"Invalid term ID","l&rsquo;ID du terme est invalide"
"Ambiguous term name used in a hierarchical taxonomy. Please use term ID instead.","Un nom de terme est ambigu pour cette taxinomie hiérarchisée. Veuillez utiliser l&rsquo;identifiant du terme à la place."
"Sorry, you are not allowed to add a term to one of the given taxonomies.","Désolé, vous n&rsquo;avez pas l&rsquo;autorisation d&rsquo;ajouter un terme à l&rsquo;une des taxinomies indiquées."
"Sorry, your entry could not be posted. Something wrong happened.","Désolé, votre entrée n&rsquo;a pas pu être publiée. Une erreur est survenue."
"There is a revision of this post that is more recent.","Ce contenu a déjà une révision plus récente."
"Sorry, you are not allowed to delete this post.","Désolé, vous n&rsquo;avez pas l&rsquo;autorisation de supprimer cet article."
"The post cannot be deleted.","Cet article ne peut pas être supprimé."
"Sorry, you cannot edit this post.","Désolé, vous ne pouvez pas modifier cet article."
"The post type specified is not valid","Le type de contenu spécifié n&rsquo;est pas valable"
"Sorry, you are not allowed to edit posts in this post type","Désolé, vous n&rsquo;avez pas l&rsquo;autorisation de modifier des entrées dans ce type de contenu"
"Invalid taxonomy","La taxinomie est invalide"
"You are not allowed to create terms in this taxonomy.","Vous n&rsquo;avez pas l&rsquo;autorisation de créer des termes dans cette taxinomie."
"The term name cannot be empty.","Le nom du terme ne peut être vide."
"This taxonomy is not hierarchical.","Cette taxinomie n&rsquo;est pas hiérarchique."
"Parent term does not exist.","Le terme parent n&rsquo;existe pas."
"Sorry, your term could not be created. Something wrong happened.","Désolé, votre terme  n&rsquo;a pu être créé. Une erreur est survenue."
"You are not allowed to edit terms in this taxonomy.","Vous n&#8217;avez pas l&#8217;autorisation de modifier les termes de cette taxinomie."
"This taxonomy is not hierarchical so you can't set a parent.","Cette taxinomie n&rsquo;est pas hiérarchisée, donc vous ne pouvez créer de parent."
"Sorry, editing the term failed.","Désolé, la modification du terme a échoué."
"You are not allowed to delete terms in this taxonomy.","Vous n&rsquo;avez pas l&rsquo;autorisation de supprimer les termes de cette taxinomie."
"Sorry, deleting the term failed.","Désolé, la suppression du terme a échoué."
"You are not allowed to assign terms in this taxonomy.","Désolé, vous n&rsquo;avez pas l&rsquo;autorisation d&rsquo;assigner des termes à cette taxinomie."
"Sorry, you cannot edit users.","Désolé, vous ne pouvez pas modifier les utilisateurs."
"Invalid user ID","Indentifiant utilisateur non valide"
"Sorry, you cannot list users.","Désolé, vous ne pouvez pas lister les utilisateurs."
"The role specified is not valid","Le rôle spécifié n&rsquo;est pas valable"
"Sorry, you cannot edit your profile.","Désolé, vous ne pouvez pas modifier votre profil."
"Sorry, the user cannot be updated.","Désolé, cet utilisateur ne peut pas être mis à jour."
"Sorry, you cannot edit this page.","Désolé, vous ne pouvez pas modifier cette page."
"Sorry, no such page.","Désolé, aucune page ne correspond."
"Sorry, you cannot edit pages.","Désolé, vous ne pouvez pas modifier les pages."
"Sorry, you do not have the right to delete this page.","Désolé, vous n&rsquo;avez pas l&rsquo;autorisation de supprimer cette page."
"Failed to delete the page.","Échec lors de la suppression de la page."
"Sorry, you do not have the right to edit this page.","Désolé, vous n&rsquo;avez pas l&rsquo;autorisation de modifier cette page."
"Sorry, you cannot edit posts on this site.","Désolé, vous ne pouvez pas modifier les articles de ce site."
"Sorry, you must be able to edit posts on this site in order to view tags.","Désolé, vous devez avoir le droit de modifier des articles sur ce site si vous voulez visualiser les mots-clefs."
"Sorry, you do not have the right to add a category.","Désolé, vous n&rsquo;avez pas les droits pour ajouter une catégorie."
"Sorry, the new category failed.","Désolé, la création de la catégorie a échoué."
"Sorry, you do not have the right to delete a category.","Désolé, vous n&rsquo;avez pas les droits pour supprimer une catégorie."
"Sorry, you must be able to edit posts to this site in order to view categories.","Désolé, vous devez avoir le droit d&rsquo;écrire des articles pour ce site si vous voulez visualiser les catégories."
"You are not allowed to moderate comments on this site.","Vous n&rsquo;avez pas l&rsquo;autorisation de modérer les commentaires de ce site."
"Invalid comment ID.","Identifiant commentaire invalide."
"Sorry, you cannot edit comments.","Désolé, vous ne pouvez pas modifier les commentaires."
"Invalid comment status.","Statut du commentaire non valide."
"Sorry, the comment could not be edited. Something wrong happened.","Désolé, votre commentaire n&rsquo;a pu être modifié. Une erreur est survenue."
"You must be registered to comment","Vous devez être enregistré pour laisser un commentaire"
"Comment author name and email are required","L&rsquo;auteur d&rsquo;un commentaire doit renseigner son nom et son adresse de messagerie"
"A valid email address is required","Une adresse de messagerie valide est requise"
"You are not allowed access to details about this site.","Vous n&rsquo;avez pas l&rsquo;autorisation d&rsquo;accéder aux détails de ce site."
"You are not allowed access to details about comments.","Vous n&rsquo;avez pas l&rsquo;autorisation d&rsquo;accéder aux détails des commentaires."
"You are not allowed to update options.","Vous n&rsquo;avez pas l&rsquo;autorisation de mettre à jour les options."
"You do not have permission to upload files.","Vous n&rsquo;avez pas l&rsquo;autorisation d&rsquo;envoyer des fichiers."
"Sorry, you are not allowed to edit this post type.","Désolé, vous n&rsquo;avez pas l&rsquo;autorisation de modifier ce type de contenu."
"Invalid post ID","Identifiant de l&rsquo;article non valable"
"Sorry, you are not allowed to edit posts.","Désolé, vous n&rsquo;avez pas l&rsquo;autorisation de modifier les articles."
"Sorry, revisions are disabled.","Désolé, les révisions sont désactivées."
"Sorry, you do not have access to user data on this site.","Vous n&rsquo;avez pas l&rsquo;autorisation d&rsquo;accéder aux données utilisateurs de ce site."
"Either there are no posts, or something went wrong.","Soit il n&rsquo;y a pas d&rsquo;articles, soit une erreur s&rsquo;est produite."
"Sorry, that file cannot be edited.","Désolé, ce fichier ne peut pas être modifié."
"Sorry, no such post.","Désolé, aucun article ne correspond."
"Sorry, you do not have the right to edit this post.","Désolé, vous n&rsquo;avez pas l&rsquo;autorisation de modifier cet article."
"Sorry, you do not have the right to publish this post.","Désolé, vous n&rsquo;avez pas l&rsquo;autorisation de publier cet article."
"For some strange yet very annoying reason, this post could not be edited.","Pour une bien étrange raison, cet article n&rsquo;a pu être modifié."
"Sorry, you do not have the right to delete this post.","Désolé, vous n&rsquo;avez pas l&rsquo;autorisation de supprimer cet article."
"For some strange yet very annoying reason, this post could not be deleted.","Pour une bien étrange raison, cet article n&rsquo;a pu être supprimé."
"Sorry, you are not allowed to publish pages on this site.","Désolé, vous n&rsquo;avez pas l&rsquo;autorisation de publier des pages sur ce site."
"Sorry, you are not allowed to publish posts on this site.","Désolé, vous n&rsquo;avez pas l&rsquo;autorisation de publier des articles sur ce site."
"Invalid post format","Format d&rsquo;article invalide"
"You are not allowed to create pages as this user.","Vous n&rsquo;avez pas l&rsquo;autorisation de créer des pages sous cet identifiant."
"You are not allowed to change the post author as this user.","Vous n&rsquo;avez pas l&rsquo;autorisation de modifier des articles sous cet identifiant."
"You are not allowed to change the page author as this user.","Vous n&rsquo;avez pas l&rsquo;autorisation de modifier des pages sous cet identifiant."
"Sorry, you do not have the right to publish this page.","Désolé, vous n&rsquo;avez pas le droit de publier cette page."
"Sorry, your entry could not be edited. Something wrong happened.","Désolé, votre entrée n&rsquo;a pu être modifiée. Une erreur est survenue."
"Sorry, you must be able to edit posts on this site in order to view categories.","Désolé, vous devez avoir le droit d&rsquo;écrire des articles sur ce site si vous vous visualisez les catégories."
"Could not write file %s (%s)","Impossible d&rsquo;écrire le fichier %s (%s)"
"Sorry, you can not edit this post.","Désolé, vous ne pouvez pas modifier cet article."
"Sorry, you cannot publish this post.","Désolé, vous ne pouvez pas publier cet article."
"Is there no link to us?","N&rsquo;y a-t-il aucun lien vers nous&nbsp;?"
"The specified target URL cannot be used as a target. It either doesn&#8217;t exist, or it is not a pingback-enabled resource.","L&rsquo;adresse web spécifiée ne peut être utilisée comme cible. Soit elle n&rsquo;existe pas, ou il ne s&rsquo;agit pas d&rsquo;une ressource reconnaissant les pings."
"The source URL and the target URL cannot both point to the same resource.","L&rsquo;adresse source et l&rsquo;adresse cible ne peuvent pointer vers la même ressource."
"The pingback has already been registered.","Le ping a déjà été enregistré."
"The source URL does not exist.","L&rsquo;adresse d&rsquo;origine n&rsquo;existe pas."
"We cannot find a title on that page.","Nous ne trouvons pas du titre pour cette page."
"The source URL does not contain a link to the target URL, and so cannot be used as a source.","L&rsquo;adresse source ne contient pas de lien vers l&rsquo;adresse cible, et ne peut donc pas être utilisée comme source."
"Pingback from %s to %s registered. Keep the web talking! :-)","Réception d&rsquo;un ping de %s pour %s. Continuons la conversation&nbsp;!&nbsp;:-)"
"The specified target URL does not exist.","L&rsquo;adresse cible spécifiée n&rsquo;existe pas."
"%s Comments","%s commentaires"
"No Comments","Pas de commentaire"
"1 Comment","Un commentaire"
"Comment","Commentaire"
"Trackback","Rétrolien"
"Pingback","Ping"
"Use <code>get_trackback_url()</code> instead if you do not want the value echoed.","Utilisez plutôt <code>get_trackback_url()</code> si vous préférez que la valeur ne soit pas affichée."
"Comments Off","Commentaires fermés"
"Enter your password to view comments.","Saisissez votre mot de passe pour accéder aux commentaires."
"Comment on %s","Commentaire sur %s"
"Reply","Répondre"
"Log in to Reply","Connectez-vous pour répondre"
"Leave a Comment","Laisser un commentaire"
"Log in to leave a Comment","Connectez-vous pour laisser un commentaire"
"Click here to cancel reply.","Cliquez ici pour annuler la réponse."
"Leave a Reply","Laisser un commentaire"
"Leave a Reply to %s","Répondre à %s"
"<cite class=\"fn\">%s</cite> <span class=\"says\">says:</span>","<cite class=\"fn\">%s</cite> <span class=\"says\">dit&nbsp;:</span>"
"Your comment is awaiting moderation.","Votre commentaire est en attente de validation."
"%s at %s","%s à %s"
"(Edit)","(Modifier)"
"Name","Nom"
"Email","Adresse de contact"
"Website","Site web"
"Required fields are marked %s","Les champs obligatoires sont indiqués avec %s"
"You must be <a href=\"%s\">logged in</a> to post a comment.","Vous devez <a href=\"%s\">être connecté</a> pour rédiger un commentaire."
