"New password","Nytt passord"
"Sorry, usernames may not contain the character &#8220;_&#8221;!","Beklager, brukernavn kan ikke inneholde tegnet &laquo;_&raquo;!"
"Sorry, usernames must have letters too!","Beklager, brukernavnet må ha bokstaver også!"
"Please enter a valid email address.","Vennligst skriv inn en gyldig e-postadresse."
"Sorry, that email address is not allowed!","Beklager, men den e-postadressen er ikke tillatt!"
"Sorry, that username already exists!","Beklager, det brukernavnet finnes allerede!"
"Sorry, that email address is already used!","Beklager, den e-postadressen er allerede i bruk!"
"That username is currently reserved but may be available in a couple of days.","Brukernavnet er reservert akkurat nå, men kan bli tilgjengelig om noen dager."
"username and email used","Brukernavn og e-post brukt"
"That email address has already been used. Please check your inbox for an activation email. It will become available in a couple of days if you do nothing.","Den e-postadressen har allerede blitt brukt. Vennligst sjekk din innboks for en aktiveringse-post. Den vil bli tilgjengelig om noen dager hvis du ikke gjør noe."
"Please enter a site name.","Skriv inn nettstedsnavn."
"That name is not allowed.","Det navnet er ikke tillatt."
"Site name must be at least 4 characters.","Nettstedsnavnet må ha minst fire tegn."
"Sorry, site names may not contain the character &#8220;_&#8221;!","Beklager, nettstedsnavn kan ikke inneholde tegnet &laquo;_&raquo;!"
"Sorry, you may not use that site name.","Beklager, du kan ikke bruke det nettstedsnavnet."
"Sorry, site names must have letters too!","Beklager, nettstedsnavn må ha bokstaver også!"
"Please enter a site title.","Skriv inn nettstedsnavn."
"Sorry, that site already exists!","Beklager, det nettstedet finnes allerede!"
"Sorry, that site is reserved!","Beklager, det nettstedet er reservert!"
"That site is currently reserved but may be available in a couple days.","Det nettstedet er reservert nå, men kan bli gjort tilgjengelig i løpet av noen dager."
"To activate your blog, please click the following link:\n\n%s\n\nAfter you activate, you will receive *another email* with your login.\n\nAfter you activate, you can visit your site here:\n\n%s","For å aktivere din blogg, vennligst trykk på følgende lenke:\n\n%s\n\nEtter at du aktiverer vil du få *nok en e-post* med dine innloggingsdetaljer.\n\nEtter at du aktiverer, kan du besøke ditt nettsted her:\n\n%s"
"[%s] Activate %s","[%s] Aktiver %s"
"To activate your user, please click the following link:\n\n%s\n\nAfter you activate, you will receive *another email* with your login.","For å aktivere brukeren, klikk på følgende lenke: \n\n%s\n\nEtter at du aktiverer, mottar du *en til e-post* med din innlogging."
"Invalid activation key.","Ugyldig aktiveringsnøkkel."
"The user is already active.","Brukeren er allerede aktiv."
"The site is already active.","Det nettstedet er allerede aktivert."
"Could not create user","Kunne ikke lage bruker"
"That username is already activated.","Det brukernavnet er allerede aktivert."
"Could not create site.","Kunne ikke lage nettsted."
"New Site: %s\nURL: %s\nRemote IP: %s\n\nDisable these notifications: %s","Nytt nettsted: %s\nURL: %s\nBrukers IP: %s\n\nDeaktiver disse beskjedene: %s"
"New Site Registration: %s","Ny nettstedsregistering: %s"
"New User: %s\nRemote IP: %s\n\nDisable these notifications: %s","Ny bruker: %s\nBrukers IP: %s\n\nDeaktiver disse beskjedene: %s"
"New User Registration: %s","Ny brukerregistrering: %s"
"Already Installed","Allerede installert"
"You appear to have already installed WordPress. To reinstall please clear your old database tables first.","Det ser ut til at du allerede har installert WordPress. For å installere på nytt, må du tømme databasens tabeller først."
"Dear User,\n\nYour new SITE_NAME site has been successfully set up at:\nBLOG_URL\n\nYou can log in to the administrator account with the following information:\nUsername: USERNAME\nPassword: PASSWORD\nLog in here: BLOG_URLwp-login.php\n\nWe hope you enjoy your new site. Thanks!\n\n--The Team @ SITE_NAME","Kjære bruker, \n\nDitt nye nettsted SITE_NAME har blitt satt opp her:\nBLOG_URL\n\nDu kan logge inn på administrator-kontoen med følgende informasjon:\nBrukernavn: USERNAME\nPassord: PASSWORD\nLogg inn her: BLOG_URLwp-login.php\n\nVi håper du liker det nye nettstedet. Takk!\n\n– Teamet @ SITE_NAME"
"New %s Site: %s","Nytt %s-nettsted: %s"
"New %s User: %s","Ny %s-bruker: %s"
"This file is too big. Files must be less than %d KB in size.","Filen er for stor. Filer må være mindre enn %d Kb store."
"An error occurred adding you to this site. Back to the <a href=\"%s\">homepage</a>.","En feil skjedde når du skulle legges til på nettstedet. Tilbake til <a href=\"%s\">forsiden</a>."
"You have been added to this site. Please visit the <a href=\"%s\">homepage</a> or <a href=\"%s\">log in</a> using your username and password.","Du har blitt lagt til dette nettstedet. Vennligst besøk <a href=\"%s\">forsiden</a> eller <a href=\"%s\">logg inn</a> med ditt brukernavn og passord."
"WordPress &rsaquo; Success","WordPress &rsaquo; Suksess"
"Dear User,\n\nYour new account is set up.\n\nYou can log in with the following information:\nUsername: USERNAME\nPassword: PASSWORD\nLOGINLINK\n\nThanks!\n\n--The Team @ SITE_NAME","Kjære bruker,\n\nDin nye konto er nå satt opp.\n\nDu kan logge inn med følgende informasjon:\nBrukernavn: USERNAME\nPassord: PASSWORD\nLOGINLINK\n\nTakk!\n\n--Vi på SITE_NAME"
"This user has elected to delete their account and the content is no longer available.","Brukeren har valgt å slette sin konto og innholdet er ikke lenger tilgjengelig."
"This site has not been activated yet. If you are having problems activating your site, please contact <a href=\"mailto:%s\">%s</a>.","Dette nettstedet har ikke blitt aktivert ennå. Hvis du har problemer med aktivering, vennligst kontakt <a href=\"mailto:%s\">%s</a>."
"This site has been archived or suspended.","Dette nettstedet har blitt arkivert eller deaktivert."
"That site does not exist. Please try <a href=\"%s\">%s</a>.","Nettstedet finnes ikke. Vennligst prøv <a href=\"%s\">%s</a>."
"No site defined on this host. If you are the owner of this site, please check <a href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">Debugging a WordPress Network</a> for help.","Ikke noe nettsted er definert på denne tjeneren. Hvis du er eieren av dette nettstedet, kan du sjekke siden <a href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">Feilsøking av et WordPress-nettverk</a> for hjelp."
"If your site does not display, please contact the owner of this network.","Hvis nettstedet ikke vises, vennligst kontakt eieren av dette nettverket."
"If you are the owner of this network please check that MySQL is running properly and all tables are error free.","Hvis du er eieren av nettverket, vennligst sjekk at MySQL kjører og at alle tabeller er feilfrie."
"<strong>Database tables are missing.</strong> This means that MySQL is not running, WordPress was not installed properly, or someone deleted <code>%s</code>. You really should look at your database now.","<strong>Databasetabeller ikke funnet.</strong> Dette betyr at MySQL ikke kjører, at WordPress ikke er riktig installert, eller at noen har slettet <code>%s</code>. Du burde virkelig sjekke din database nå."
"<strong>Could not find site <code>%s</code>.</strong> Searched for table <code>%s</code> in database <code>%s</code>. Is that right?","<strong>Kunne ikke finne nettstedet <code>%s</code>.</strong> Søkte etter tabellen <code>%s</code> i databasen <code>%s</code>. Er det riktig?"
"What do I do now?","Hva gjør jeg nå?"
"Read the <a target=\"_blank\" href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">bug report</a> page. Some of the guidelines there may help you figure out what went wrong.","Les <a target=\"_blank\" href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">siden om feilrapporter</a>. Noen av retningslinjene der kan kanskje hjelpe deg å finne ut hva som gikk galt."
"If you&#8217;re still stuck with this message, then check that your database contains the following tables:","Hvis du fortsatt ser denne meldingen, vennligst sjekk at din database inneholder disse tabellene:"
"Multisite only works without the port number in the URL.","Flernettsted virker bare uten portnummer i URL-en."
"Database tables are missing.","Databasetabeller mangler."
"No site by that name on this system.","Ikke noe nettsted med det navnet her."
"The menu name <strong>%s</strong> conflicts with another menu name. Please try another.","Menynavnet <strong>%s</strong> finnes allerede. Vennligst prøv et annet."
"The given object ID is not that of a menu item.","Spesifisert objekt-ID er ikke et menyvalg."
"Custom","Egendefinert"
"%s is a protected WP option and may not be modified","%s er et beskyttet WP valg og kan ikke bli endret"
"<strong>ERROR</strong>: Invalid username or incorrect password.","<strong>FEIL</strong>: Ugyldig brukernavn eller feil passord."
"You should specify a nonce action to be verified by using the first parameter.","Du bør spesifisere et nonce-tiltak som skal bekreftes ved hjelp av første parameter."
"New comment on your post \"%s\"","Ny kommentar til ditt innlegg \"%s\""
"Author : %s (IP: %s , %s)","Forfatter : %s (IP: %s , %s)"
"E-mail : %s","E-post: %s"
"Comment:","Kommentar: "
"You can see all comments on this post here:","Du kan se alle kommentarer til dette innlegget her: "
"[%s] Comment: \"%s\"","[%s] Kommentar: \"%s\""
"New trackback on your post \"%s\"","Ny tilbakesporing til ditt innlegg \"%s\""
"Website: %s (IP: %s , %s)","Nettsted: %s (IP: %s , %s)"
"Excerpt:","Utdrag: "
"You can see all trackbacks on this post here:","Du kan se alle tilbakesporinger til dette innlegget her: "
"[%s] Trackback: \"%s\"","[%s] Tilbakesporing: \"%s\""
"New pingback on your post \"%s\"","Nytt tilbakeping til ditt innlegg \"%s\""
"You can see all pingbacks on this post here:","Du kan se alle tilbakeping til dette innlegget her: "
"[%s] Pingback: \"%s\"","[%s] Tilbakeping: \"%s\""
"Permalink: %s","Permalenke: %s"
"Trash it: %s","Kast det: %s"
"Delete it: %s","Slett den: %s"
"Spam it: %s","Gjør useriøs: %s"
"A new trackback on the post \"%s\" is waiting for your approval","En ny tilbakesporing til innlegget \"%s\" venter på godkjenning fra deg"
"Website : %s (IP: %s , %s)","Nettsted : %s (IP: %s , %s)"
"Trackback excerpt:","Tilbakesporing utdrag:"
"A new pingback on the post \"%s\" is waiting for your approval","Et nytt tilbakeping til innlegget \"%s\" venter på godkjenning fra deg"
"Pingback excerpt:","Tilbakeping utdrag:"
"A new comment on the post \"%s\" is waiting for your approval","En ny kommentar til innlegget \"%s\" venter på godkjenning fra deg"
"Approve it: %s","Godkjenn den: %s"
"Currently %s comment is waiting for approval. Please visit the moderation panel:","%s kommentar venter på godkjenning. Vennligst gå til modereringspanelet:"
"Currently %s comments are waiting for approval. Please visit the moderation panel:","%s kommentarer venter på godkjenning. Vennligst gå til modereringspanelet:"
"[%s] Please moderate: \"%s\"","[%s] Vennligst moderer: \"%s\""
"Password Lost and Changed for user: %s","Passord fjernet og endret for bruker: %s"
"[%s] Password Lost/Changed","[%s] Passord fjernet/endret"
"New user registration on your site %s:","Ny brukerregistrering på ditt nettsted %s:"
"Username: %s","Brukernavn: %s"
"E-mail: %s","E-post: %s"
"[%s] New User Registration","[%s] Ny brukerregistrering"
"Password: %s","Passord: %s"
"[%s] Your username and password","[%s] Ditt nye brukernavn og passord"
"Protected: %s","Beskyttet: %s"
"Private: %s","Privat: %s"
"(more...)","(mer...)"
"There is no excerpt because this is a protected post.","Det finnes ikke utdrag siden innlegget er beskyttet."
"Pages:","Sider:"
"Next page","Neste side"
"Previous page","Forrige side"
"Home","Hjem"
"This post is password protected. To view it please enter your password below:","Dette innlegget er passordbeskyttet. Du må oppgi passord nedenfor for å se det."
"Submit","Send"
"j F, Y @ G:i","j. F Y @ H:i"
"%s [Autosave]","%s [Autolagre]"
"%s [Current Revision]","%s [Gjeldende revisjon]"
"%s by %s","%s av %s"
"Restore","Gjenopprett"
"Compare Revisions","Sammenlign revisjoner"
"Old","Gammel"
"New","Legg til"
"Date Created","Dato opprettet"
"Actions","Handlinger"
"Post","Innlegg"
"Page","Side"
"Add New","Legg til ny"
"Edit Media","Rediger media"
"View Attachment Page","Vis vedleggsside"
"Revisions","Revisjoner"
"Revision","Revisjon"
"Navigation Menu Items","Navigasjonsmenyvalg"
"Navigation Menu Item","Navigasjonsmenyvalg"
"Published","Publisert"
"Published <span class=\"count\">(%s)</span>","Publiserte <span class=\"count\">(%s)</span>"
"Scheduled","Planlagte"
"Scheduled <span class=\"count\">(%s)</span>","Ventende <span class=\"count\">(%s)</span>"
"Draft","Kladd"
"Draft <span class=\"count\">(%s)</span>","Kladd <span class=\"count\">(%s)</span>"
"Drafts <span class=\"count\">(%s)</span>","Kladder <span class=\"count\">(%s)</span>"
"Pending","Ventende"
"Pending <span class=\"count\">(%s)</span>","Venter på gjennomgang <span class=\"count\">(%s)</span>"
"Private","Privat"
"Private <span class=\"count\">(%s)</span>","Privat <span class=\"count\">(%s)</span>"
"Trash","Flytt til papirkurv"
"Trash <span class=\"count\">(%s)</span>","Papirkurv <span class=\"count\">(%s)</span>"
"Invalid post","Ugyldig innlegg"
"Pending Review","Venter på gjennomgang"
