"New password","Nova senha"
"Site name must be at least 4 characters.","O nome do site deve ter pelo menos 4 caracteres."
"Sorry, site names may not contain the character &#8220;_&#8221;!","Os nomes de sites não podem conter o caractere &#8220;_&#8221;!"
"Sorry, you may not use that site name.","Você não pode usar este nome de site."
"Sorry, site names must have letters too!","Os nomes de site devem conter letras também!"
"Please enter a site title.","Digite um título para o site."
"Sorry, that site already exists!","Este site já existe!"
"Sorry, that site is reserved!","Este site está reservado!"
"That site is currently reserved but may be available in a couple days.","Este site está reservado, mas pode ficar disponível em alguns dias."
"To activate your blog, please click the following link:\n\n%s\n\nAfter you activate, you will receive *another email* with your login.\n\nAfter you activate, you can visit your site here:\n\n%s","Para ativar seu blog, clique no seguinte link:\n\n%s\n\nAnte de ativá-lo, você receberá *outro email* com seu login.\n\nAntes de ativá-lo, você pode visitar seu site aqui:\n\n%s"
"[%s] Activate %s","[%s] Ativar %s"
"To activate your user, please click the following link:\n\n%s\n\nAfter you activate, you will receive *another email* with your login.","Para ativar seu usuário, clique no link abaixo:\n\n%s\n\nDepois de ativá-lo, você receberá outra mensagem com o seu login."
"Invalid activation key.","Chave de ativação inválida."
"The user is already active.","O usuário já está ativo."
"The site is already active.","O site já está ativo."
"Could not create user","Não foi possível criar usuário"
"That username is already activated.","Esse nome de usuário já está ativado."
"Could not create site.","Não foi possível criar site."
"New Site: %s\nURL: %s\nRemote IP: %s\n\nDisable these notifications: %s","Novo Site: %s\nURL: %s\nIP remoto: %s\n\nDesativar estas notificações: %s"
"New Site Registration: %s","Registro de novo site: %s"
"New User: %s\nRemote IP: %s\n\nDisable these notifications: %s","Novo usuários: %s\nIP remoto: %s\n\nDesativar estas notificações: %s"
"New User Registration: %s","Registro de novo usuário: %s"
"Already Installed","Já instalado"
"You appear to have already installed WordPress. To reinstall please clear your old database tables first.","Parece que você já possui o WordPress instalado. Para reinstalá-lo primeiro limpe as tabelas de seu banco de dados antigo."
"Dear User,\n\nYour new SITE_NAME site has been successfully set up at:\nBLOG_URL\n\nYou can log in to the administrator account with the following information:\nUsername: USERNAME\nPassword: PASSWORD\nLog in here: BLOG_URLwp-login.php\n\nWe hope you enjoy your new site. Thanks!\n\n--The Team @ SITE_NAME","Caro usuário,\n \n O seu novo site SITE_NAME foi configurado com sucesso em:\n BLOG_URL\n Já pode fazer login usando a conta de administração com a seguinte informação: \n Usuário: USERNAME\n Senha: PASSWORD\n Faça login aqui: BLOG_URLwp-login.php\n \n Esperamos que disfrute do seu novo site. Obrigado!\n \n -- A equipe @ SITE_NAME"
"New %s Site: %s","Novo %s Site: %s"
"New %s User: %s","Novo %s Usuário: %s"
"This file is too big. Files must be less than %d KB in size.","Este arquivo é muito grande. O tamanho dos arquivos deve ser menor que %d KB."
"An error occurred adding you to this site. Back to the <a href=\"%s\">homepage</a>.","Ocorreu um erro ao adicionar você a este site. Voltar para a <a href=\"%s\">página principal</a>."
"You have been added to this site. Please visit the <a href=\"%s\">homepage</a> or <a href=\"%s\">log in</a> using your username and password.","Você foi adicionado a este site. Visite a <a href=\"%s\">página inicial</a> ou <a href=\"%s\">faça o login</a> usando seu nome de usuário e senha."
"WordPress &rsaquo; Success","WordPress &rsaquo; Sucesso"
"Dear User,\n\nYour new account is set up.\n\nYou can log in with the following information:\nUsername: USERNAME\nPassword: PASSWORD\nLOGINLINK\n\nThanks!\n\n--The Team @ SITE_NAME","Caro usuário,\n\nSua nova conta foi configurada.\n\nVocê pode fazer login com a seguinte informação:\nNome de usuário: USERNAME\nSenha: PASSWORD\nLOGINLINK\n\nObrigado!\n\n--O time @ SITE_NAME"
"This user has elected to delete their account and the content is no longer available.","Este usuário optou por excluir sua conta e o conteúdo não está mais disponível."
"This site has not been activated yet. If you are having problems activating your site, please contact <a href=\"mailto:%s\">%s</a>.","O site não foi ativado ainda. Se você estiver com problemas para ativar seu site, contate <a href=\"mailto:%s\">%s</a>."
"This site has been archived or suspended.","Este site foi arquivado ou suspenso."
"That site does not exist. Please try <a href=\"%s\">%s</a>.","Este site não existe. Tente <a href=\"%s\">%s</a>."
"No site defined on this host. If you are the owner of this site, please check <a href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">Debugging a WordPress Network</a> for help.","Nenhum site definido neste servidor. Se você for o dono deste site, confira <a href=\"http://codex.wordpress.org/pt-br:Depurando_uma_Rede_WordPress\">Depurando uma Rede WordPress</a> para obter ajuda."
"If your site does not display, please contact the owner of this network.","Se seu site não é exibido, entre em contato com o proprietário desta rede."
"If you are the owner of this network please check that MySQL is running properly and all tables are error free.","Se você é o proprietário desta rede, confira se o MySQL está funcionando adequadamente e se todas as tabelas estão livres de erros."
"<strong>Database tables are missing.</strong> This means that MySQL is not running, WordPress was not installed properly, or someone deleted <code>%s</code>. You really should look at your database now.","<strong>As tabelas do banco de dados estão ausentes</strong>. Isto significa que o MySQL não está funcionando. O WordPress não foi instalado adequadamente, ou alguém excluiu <code>%s</code>. Você realmente deveria olhar o seu banco de dados agora."
"<strong>Could not find site <code>%s</code>.</strong> Searched for table <code>%s</code> in database <code>%s</code>. Is that right?","<strong>Não foi possível encontrar o site <code>%s</code>.</strong> Procuramos pela tabela <code>%s</code> no banco de dados <code>%s</code>. Está correto?"
"What do I do now?","O que faço agora?"
"Read the <a target=\"_blank\" href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">bug report</a> page. Some of the guidelines there may help you figure out what went wrong.","Leia a página  <a target=\"_blank\" href=\"http://codex.wordpress.org/pt-br:Depurando_uma_Rede_WordPress\">Depurando uma Rede WordPres</a>. Algumas dicas vão ajuá-lo a saber o que está errado."
"If you&#8217;re still stuck with this message, then check that your database contains the following tables:","Se você ainda está preso com esta mensagem sendo exibida, confira se seu banco de dados contém as seguintes tabelas:"
"Multisite only works without the port number in the URL.","O Multisite só funciona sem o número da porta no URL."
"Database tables are missing.","As tabelas do banco de dados estão ausentes."
"No site by that name on this system.","Nenhum site com este nome no sistema."
"The menu name <strong>%s</strong> conflicts with another menu name. Please try another.","O nome <strong>%s</strong> do menu está conflitante com outro nome de menu. Tente outro."
"The given object ID is not that of a menu item.","A ID do objeto fornecido não é de um item de menu."
"Custom","Personalizado"
"%s is a protected WP option and may not be modified","%s é uma opção protegida do WP e não pode ser modificada"
"<strong>ERROR</strong>: Invalid username or incorrect password.","<strong>ERRO</strong>: Nome de usuário inválido ou senha incorreta."
"You should specify a nonce action to be verified by using the first parameter.","Você deve especificar uma ação \"nonce\" para ser verificada usando o primeiro parâmetro ."
"New comment on your post \"%s\"","Novo comentário sobre seu post \"%s\" "
"Author : %s (IP: %s , %s)","Autor: %s (IP: %s , %s)"
"E-mail : %s","Email: %s"
"Comment:","Comentário:"
"You can see all comments on this post here:","Você pode ver todos os comentários sobre esse post aqui:"
"[%s] Comment: \"%s\"","[%s] Comentário: \"%s\""
"New trackback on your post \"%s\"","Novo trackback para o seu post \"%s\""
"Website: %s (IP: %s , %s)","Site: %s (IP: %s , %s)"
"Excerpt:","Resumo:"
"You can see all trackbacks on this post here:","Você pode ver todos os trackbacks deste post aqui:"
"New pingback on your post \"%s\"","Novo pingback para o seu post \"%s\""
"You can see all pingbacks on this post here:","Você pode ver todos os pingbacks do seu post aqui:"
"Permalink: %s","Link Permanente: %s"
"Trash it: %s","Mover para a Lixeira: %s"
"Delete it: %s","Excluir: %s"
"Spam it: %s","Marcar como spam: %s"
"A new trackback on the post \"%s\" is waiting for your approval","Um novo trackback para o post \"%s\" está aguardando sua aprovação."
"Website : %s (IP: %s , %s)","Site : %s (IP: %s , %s)"
"Trackback excerpt:","Resumo do trackback:"
"A new pingback on the post \"%s\" is waiting for your approval","Um novo pingback para o post \"%s\" está esperando sua aprovação."
"Pingback excerpt:","Resumo de pingback:"
"A new comment on the post \"%s\" is waiting for your approval","Um novo comentário sobre o post \"%s\" está esperando sua aprovação."
"Approve it: %s","Aprovar: %s"
"Currently %s comment is waiting for approval. Please visit the moderation panel:","No momento, %s esperam aprovação. Visite o painel de moderação:"
"Currently %s comments are waiting for approval. Please visit the moderation panel:","No momento, %s comentários aguardam aprovação. Visite o painel de moderação:"
"[%s] Please moderate: \"%s\"","[%s] Moderar: \"%s\""
"Password Lost and Changed for user: %s","Senha perdida e alterada para o usuário: %s"
"[%s] Password Lost/Changed","[%s] Senha perdida/alterada"
"New user registration on your site %s:","Novo usuário registrado em seu site %s:"
"Username: %s","Nome de usuário: %s"
"E-mail: %s","Email: %s"
"[%s] New User Registration","[%s] Registro de novo usuário"
"Password: %s","Senha: %s"
"[%s] Your username and password","[%s] Seu nome de usuário e senha"
"Only a static class method or function can be used in an uninstall hook.","Apenas um método de classe estática ou função podem ser usados em um hook de desinstalação."
"Protected: %s","Protegido: %s"
"Private: %s","Privado: %s"
"(more...)","(mais...)"
"There is no excerpt because this is a protected post.","Não há resumo por ser um post protegido."
"Pages:","Páginas:"
"Next page","Próxima página"
"Previous page","Página anterior"
"Home","Início"
"This post is password protected. To view it please enter your password below:","Este post está protegido por senha. Para vê-lo, digite sua senha abaixo:"
"Submit","Enviar"
"j F, Y @ G:i","j \\d\\e F \\d\\e Y, \\à\\s G:i"
