"New password","Nuova password"
"Username must be at least 4 characters.","Il nome utente deve essere di almeno 4 caratteri"
"Sorry, usernames may not contain the character &#8220;_&#8221;!","Il nome utente non può contenere il carattere &#8220;_&#8221;!"
"Sorry, usernames must have letters too!","Il nome utente deve avere anche delle lettere!"
"Please enter a valid email address.","Immettere un indirizzo email valido."
"Sorry, that email address is not allowed!","Questo indirizzo email non è consentito!"
"Sorry, that username already exists!","Questo nome utente esiste già!"
"Sorry, that email address is already used!","Questo indirizzo email è già utilizato!"
"That username is currently reserved but may be available in a couple of days.","Il nome utente è attualmente riservato ma potrebbe rendersi disponibile in un paio di giorni."
"username and email used","nome utente e email utilizzati"
"That email address has already been used. Please check your inbox for an activation email. It will become available in a couple of days if you do nothing.","Questo indirizzo email è stato già utilizzato. Per favore verifica se nella tua posta è arrivata una email di attivazione. Se non fai nulla, l'indirizzo diverrà nuovamente disponibile in un paio di giorni."
"Please enter a site name.","Per favore inserisci il nome del sito."
"That name is not allowed.","Questo nome non è permesso."
"Site name must be at least 4 characters.","Il nome del sito deve essere di almeno 4 caratteri."
"Sorry, site names may not contain the character &#8220;_&#8221;!","I nomi dei siti non possono contenre il carattere &#8220;_&#8221;!"
"Sorry, you may not use that site name.","Non è possibile usare questo nome per il sito."
"Sorry, site names must have letters too!","I nomi dei siti devono avere anche delle lettere!"
"Please enter a site title.","Per favore inserisci il titolo del sito."
"Sorry, that site already exists!","Questo sito esiste già!"
"Sorry, that site is reserved!","Questo sito è riservato!"
"That site is currently reserved but may be available in a couple days.","Questo sito è attualmente riservato ma potrebbe essere disponibile in un paio di giorni."
"To activate your blog, please click the following link:\n\n%s\n\nAfter you activate, you will receive *another email* with your login.\n\nAfter you activate, you can visit your site here:\n\n%s","Per attivare il proprio blog, fare click sul seguente link:\n\n%s\n\nDopo  l&#8217;attivazione, si riceverà *un&#8217;altra email* con i dati di login.\n\nDopo  l&#8217;attivazione, sarà possibile visitare il proprio sito qui:\n\n%s"
"[%s] Activate %s","[%s] Attivato %s"
"To activate your user, please click the following link:\n\n%s\n\nAfter you activate, you will receive *another email* with your login.","Per attivare il tuo utente, fai click sul link seguente:\n\n%s\n\nDopo l'attivazione, riceverai un altra email con i dettagli per il login."
"Invalid activation key.","Chiave di attivazione non valida."
"The user is already active.","Questo utente è già attivo."
"The site is already active.","Il sito è già attivo."
"Could not create user","Impossibile creare l'utente"
"That username is already activated.","Il nome utente è già stato attivato."
"Could not create site.","Impossibile creare il sito."
"New Site: %s\nURL: %s\nRemote IP: %s\n\nDisable these notifications: %s","Nuovo sito: %s\nURL: %s\nIndirizzo IP: %s\n\nDisabilita queste notifiche: %s"
"New Site Registration: %s","Registrazione nuovo sito: %s"
"New User: %s\nRemote IP: %s\n\nDisable these notifications: %s","Nuovo utente: %s\nIndirizzo IP: %s\n\nDisabilita queste notifiche: %s"
"New User Registration: %s","Registrazione nuovo utente: %s"
"Already Installed","Già installato"
"You appear to have already installed WordPress. To reinstall please clear your old database tables first.","Sembra che WordPress sia già installato. Per reinstallarlo bisogna prima cancellare le tabelle dal database."
"Dear User,\n\nYour new SITE_NAME site has been successfully set up at:\nBLOG_URL\n\nYou can log in to the administrator account with the following information:\nUsername: USERNAME\nPassword: PASSWORD\nLog in here: BLOG_URLwp-login.php\n\nWe hope you enjoy your new site. Thanks!\n\n--The Team @ SITE_NAME","Gentile utente,\n\nIl nuovo sito SITE_NAME è stato correttamente creato in:\nBLOG_URL\n\nPuoi effettuare il login all'account di amministrazione con le seguenti informazioni:\nNome utente: USERNAME\nPassword: PASSWORD\nEffettua il login qui: BLOG_URLwp-login.php\n\nSperiamo il nuovo sito sia di tuo gradimento. Grazie!\n\n--Il Team @ SITE_NAME"
"New %s Site: %s","Nuovo %s sito: %s"
"New %s User: %s","Nuovo %s Utente: %s"
"This file is too big. Files must be less than %d KB in size.","Il file è troppo grande. I file devono avere una dimensione inferiore a %d KB."
"An error occurred adding you to this site. Back to the <a href=\"%s\">homepage</a>.","Si è verificato un errore nell'aggiunta del proprio sito. Tornare alla <a href=\"%s\">homepage</a>."
"You have been added to this site. Please visit the <a href=\"%s\">homepage</a> or <a href=\"%s\">log in</a> using your username and password.","Sei stato aggiunto a questo sito. Per favore visita <a href=\"%s\">l'homepage </a> o <a href=\"%s\"> effettua il login </a> utilizzando il tuo nome utente e la tua password."
"WordPress &rsaquo; Success","WordPress &rsaquo; Successo"
"Dear User,\n\nYour new account is set up.\n\nYou can log in with the following information:\nUsername: USERNAME\nPassword: PASSWORD\nLOGINLINK\n\nThanks!\n\n--The Team @ SITE_NAME","Gentile utente,\n\nIl nuovo account è stato attivato.\n\nE' possibile effettuare il login con i seguenti dati:\nNome utente: USERNAME\nPassword: PASSWORD\nLOGINLINK\n\nGrazie!\n\n--Il Team di SITE_NAME"
"This user has elected to delete their account and the content is no longer available.","Questo utente ha scelto di cancellare il proprio account ed il contenuto non è più disponibile."
"This site has not been activated yet. If you are having problems activating your site, please contact <a href=\"mailto:%s\">%s</a>.","Il sito non è stato ancora attivato. Se si hanno dei problemi nell&#8217;attivazione del sito contattare <a href=\"mailto:%s\">%s</a>."
"This site has been archived or suspended.","Questo blog è stato archiviato o sospeso."
"That site does not exist. Please try <a href=\"%s\">%s</a>.","Questo sito  non esiste. Provare <a href=\"%s\">%s</a>."
"No site defined on this host. If you are the owner of this site, please check <a href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">Debugging a WordPress Network</a> for help.","Nessun sito definito per questo host. Se si è i proprietari di questo sito, per ottenere aiuto, verificare <a href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">Debugging di un network WordPress</a> (in inglese)"
"If your site does not display, please contact the owner of this network.","Se il proprio sito non si visualizza contattare il proprietario di questo network."
"If you are the owner of this network please check that MySQL is running properly and all tables are error free.","Se sei il proprietario di questo network verifica che MySQL sia in esecuzione e che non ci siano errori nelle tabelle del database."
"<strong>Database tables are missing.</strong> This means that MySQL is not running, WordPress was not installed properly, or someone deleted <code>%s</code>. You really should look at your database now.","<strong>Tabelle del database mancanti.</strong> Ciò significa che MySQL non è in esecuzione, WordPress non è stato installato correttamente oppure qualcuno ha cancellato <code>%s</code>. Occorre assolutamente controllare il database."
"<strong>Could not find site <code>%s</code>.</strong> Searched for table <code>%s</code> in database <code>%s</code>. Is that right?","<strong>Impossibile trovare il sito <code>%s</code>.</strong> Si è cercata la tabella <code>%s</code> nel database <code>%s</code>. &Egrave; corretto?"
"What do I do now?","Cosa fare adesso?"
"Read the <a target=\"_blank\" href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">bug report</a> page. Some of the guidelines there may help you figure out what went wrong.","Si veda la pagina <a target=\"_blank\" href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">bug report</a>. Alcune delle linee guida lì presenti potrebbero aiutare a capire cosa è andato storto."
"If you&#8217;re still stuck with this message, then check that your database contains the following tables:","Se si continua a visualizzare questo messaggio, verificare che il database contenga le seguenti tabelle:"
"Multisite only works without the port number in the URL.","La modalità multisito funziano solo senza il numero di porta nella URL."
"Database tables are missing.","Tabelle del database mancanti."
"No site by that name on this system.","Nessun sito con questo nome su questo sistema."
"The menu name <strong>%s</strong> conflicts with another menu name. Please try another.","Un menu di nome <strong>%s</strong> è in conflitto con un altro nome dimenu. Provare un nome differente."
"The given object ID is not that of a menu item.","L'ID dell'oggetto indicato non è quello di un elemento del menu."
"Custom","Personalizzato"
"%s is a protected WP option and may not be modified","%s è un opzione protetta di WP e non può essere modificata"
"<strong>ERROR</strong>: Invalid username or incorrect password.","<strong>ERRORE</strong>: nome utente non valido o password errata."
"You should specify a nonce action to be verified by using the first parameter.","È necessario specificare una azione nonce da verificare utilizzando il primo parametro."
"New comment on your post \"%s\"","Nuovo commento all'articolo \"%s\""
"Author : %s (IP: %s , %s)","Autore: %s (IP: %s , %s)"
"E-mail : %s","E-mail: %s"
"Comment:","Commento:"
"You can see all comments on this post here:","È possibile vedere tutti i commenti a questo articolo qui:"
"[%s] Comment: \"%s\"","[%s] Commento: \"%s\""
"New trackback on your post \"%s\"","Nuovo trackback all&#8217;articolo \"%s\""
"Website: %s (IP: %s , %s)","Sito web: %s (IP: %s , %s)"
"Excerpt:","Estratto:"
"You can see all trackbacks on this post here:","&Egrave; possibile visualizzare tutti i trackback a questo articolo qui: "
"New pingback on your post \"%s\"","Nuovo pingback all&#8217;articolo \"%s\""
"You can see all pingbacks on this post here:","&Egrave; possibile visualizzare tutti i pingback a questo articolo qui: "
"Trash it: %s","Cestinare: %s"
"Delete it: %s","Eliminare: %s"
"Spam it: %s","Marca come spam: %s"
"A new trackback on the post \"%s\" is waiting for your approval","Un nuovo trackback all&#8217;articolo\"%s\" è in attesa di approvazione"
"Website : %s (IP: %s , %s)","Sito web: %s (IP: %s , %s)"
"Trackback excerpt:","Estratto del trackback:"
"A new pingback on the post \"%s\" is waiting for your approval","Un nuovo pingback all&#8217;articolo \"%s\" è in attesa di approvazione"
"Pingback excerpt:","Riassunto pingback:"
"A new comment on the post \"%s\" is waiting for your approval","Un nuovo commento all'articolo \"%s\" è in attesa di approvazione"
"Approve it: %s","Approvalo: %s"
"Currently %s comment is waiting for approval. Please visit the moderation panel:","Attualmente è presente %s commento in attesa di approvazione. Visitare il pannello di moderazione:"
"Currently %s comments are waiting for approval. Please visit the moderation panel:","Attualmente sono presenti %s commenti in attesa di approvazione. Visitare il pannello di moderazione:"
"[%s] Please moderate: \"%s\"","[%s] Applica la moderazione: \"%s\""
"Password Lost and Changed for user: %s","È stata reimpostata la password per l'utente: %s"
"[%s] Password Lost/Changed","[%s] Password persa/reimpostata"
"New user registration on your site %s:","Nuovo utente registrato sul sito %s:"
"Username: %s","Nome utente: %s"
"[%s] New User Registration","[%s] Registrazione di un nuovo utente"
