"New password","Nytt passord"
"<strong>ERROR</strong>: problem creating site entry.","<strong>FEIL</strong>: greidde ikkje laga nettstadoppføring."
"Only lowercase letters (a-z) and numbers are allowed.","Du kan berre bruka små bokstavar (a-z) og tal."
"Please enter a username.","Skriv inn eit brukarnamn."
"That username is not allowed.","Du kan ikkje bruka det brukarnamnet."
"You cannot use that email address to signup. We are having problems with them blocking some of our email. Please use another email provider.","Du kan ikkje bruka denne epostadressa til å registrera deg. Me har problem med at dei blokkerer eposten vår. Ver god å bruka ein annan eposttilbydar."
"Username must be at least 4 characters.","Brukarnamnet må vera på minst 4 teikn."
"Sorry, usernames may not contain the character &#8220;_&#8221;!","Orsak, brukarnamn kan ikkje innehalda teiknet &#8220;_&#8221;!"
"Sorry, usernames must have letters too!","Orsak, brukarnamn må ha bokstavar òg!"
"Please enter a valid email address.","Skriv inn ei gyldig epostadresse."
"Sorry, that email address is not allowed!","Orsak, du kan ikkje bruka den epostadressa!"
"Sorry, that username already exists!","Orsak, dette brukarnamnet finst alt."
"Sorry, that email address is already used!","Orsak, den epostadressa er allereie brukt!"
"That username is currently reserved but may be available in a couple of days.","Dette brukarnamnet er halde att, men kan bli tilgjengeleg om nokre dagar."
"username and email used","brukarnamn og epost i bruk"
"That email address has already been used. Please check your inbox for an activation email. It will become available in a couple of days if you do nothing.","Denne epostadressa er allereie brukt. Sjekk innboksen din for stadfestingsepost. Epostadressa vil bli tilgjengeleg att om nokre dagar viss du ikkje gjer noko."
"Please enter a site name.","Skriv inn eit namn på nettstaden."
"That name is not allowed.","Du kan ikkje bruka det namnet."
"Site name must be at least 4 characters.","Namnet på nettstaden må vera minst 4 teikn."
"Sorry, site names may not contain the character &#8220;_&#8221;!","Orsak, namn på nettstader kan ikkje innehalda teiknet &#8220;_&#8221;!"
"Sorry, you may not use that site name.","Du kan diverre ikkje bruka dette namnet på netstaden."
"Sorry, site names must have letters too!","Orsak, nettstadnamn må ha bokstavar òg!"
"Please enter a site title.","Skriv inn eit namn på nettstaden."
"Sorry, that site already exists!","Orsak, men denne netstaden finst frå før."
"Sorry, that site is reserved!","Orsak, denne nettstaden er oppteken!"
"That site is currently reserved but may be available in a couple days.","Denne nettstaden er oppteken akkurat no, men kan bli frigjeven om nokre dagar."
"To activate your blog, please click the following link:\n\n%s\n\nAfter you activate, you will receive *another email* with your login.\n\nAfter you activate, you can visit your site here:\n\n%s","Klikk på denne lenkja for å ta i bruk bloggen din:\n\n%s\n\nNår du har teke i bruk bloggen, får du *ein epost til* med innloggingsopplysningane dine.\n\nNår du har teke bloggen i bruk, kan du vitja nettstaden din her:\n\n%s"
"[%s] Activate %s","[%s] Slå på %s"
"To activate your user, please click the following link:\n\n%s\n\nAfter you activate, you will receive *another email* with your login.","Klikk denne lenkja for å aktivera brukaren din:\n\n%s\n\nNår du har teke i bruk brukarnamnet, får du *ein epost til* med innlogging."
"Invalid activation key.","Ugyldig stadfestingslykjel."
"The user is already active.","Brukaren er allereie aktiv."
"The site is already active.","Nettstaden er allereie stadfesta."
"Could not create user","Greidde ikkje laga brukaren"
"That username is already activated.","Det brukarnamnet er alt skrudd på."
"Could not create site.","Greidde ikkje laga netstaden."
"New Site: %s\nURL: %s\nRemote IP: %s\n\nDisable these notifications: %s","Ny nettstad: %s\nAdresse: %s\nIP: %s\n\nSkru av desse varsla: %s"
"New Site Registration: %s","Ny netstad registrert: %s"
"New User: %s\nRemote IP: %s\n\nDisable these notifications: %s","Ny brukar: %s\nIP: %s\n\nSkru av desse varsla: %s"
"New User Registration: %s","Ny brukarregistrering: %s"
"Already Installed","Allereie installert"
"You appear to have already installed WordPress. To reinstall please clear your old database tables first.","Det ser ut som du allereie har installert WordPress. For å installera på nytt, må du tømma dei gamle databasetabellane dine fyrst."
"Dear User,\n\nYour new SITE_NAME site has been successfully set up at:\nBLOG_URL\n\nYou can log in to the administrator account with the following information:\nUsername: USERNAME\nPassword: PASSWORD\nLog in here: BLOG_URLwp-login.php\n\nWe hope you enjoy your new site. Thanks!\n\n--The Team @ SITE_NAME","Gode brukar,\n\nDen nye nettstaden din, SITE_NAME, er no laga til på denne adressa:\nBLOG_URL\n\nDu kan logga inn på styrarkontoen ved å bruka desse opplysningane:\nBrukarnamn: USERNAME\nPassord: PASSWORD\nLogg inn her: BLOG_URLwp-login.php\n\nMe vonar du vil få glede av den nye nettstaden din. Takk!\n\n--Gjengen på SITE_NAME"
"New %s Site: %s","Ny %s-nettstad: %s"
"New %s User: %s","Ny %s-brukar: %s"
"This file is too big. Files must be less than %d KB in size.","Denne fila er for stor. Filer må vera mindre enn %d KB i storleik."
"An error occurred adding you to this site. Back to the <a href=\"%s\">homepage</a>.","Me greidde ikkje å leggja deg til denne nettstaden. Tilbake til <a href=\"%s\">heimesida</a>."
"You have been added to this site. Please visit the <a href=\"%s\">homepage</a> or <a href=\"%s\">log in</a> using your username and password.","Du er lagt til denne nettstaden. Gå til <a href=\"%s\">heimesida</a> eller <a href=\"%s\">logg inn</a> med brukarnamnet og passordet ditt."
"WordPress &rsaquo; Success","WordPress &rsaquo; vellukka"
"Dear User,\n\nYour new account is set up.\n\nYou can log in with the following information:\nUsername: USERNAME\nPassword: PASSWORD\nLOGINLINK\n\nThanks!\n\n--The Team @ SITE_NAME","Gode brukar,\n\nMe har sett opp brukarkontoen din.\n\nDu kan logga inn med desse opplysningane:\nBrukarnamn: USERNAME\nPassord: PASSWORD\nLOGINLINK\n\nTakk!\n\n-- Helsig oss på SITE_NAME"
"This user has elected to delete their account and the content is no longer available.","Denne brukaren har valt å sletta brukarkontoen sin, og innhaldet finst ikkje lenger."
"This site has not been activated yet. If you are having problems activating your site, please contact <a href=\"mailto:%s\">%s</a>.","Denne nettstaden er ikkje stadfesta enno. Viss du har vanskar med å stadfesta nettstaden din, kan du kontakta <a href=\"mailto:%s\">%s</a>."
"This site has been archived or suspended.","Denne netstaden er arkivert eller skrudd av."
"That site does not exist. Please try <a href=\"%s\">%s</a>.","Den nettstaden finst ikkje. Prøv <a href=\"%s\">%s</a>."
"No site defined on this host. If you are the owner of this site, please check <a href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">Debugging a WordPress Network</a> for help.","Ingen netstad har vorte sett opp på denne verten. Viss du eig netstaden, bør du sjekka <a href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">Luka ut feil på WordPress-netstader</a> for å få hjelp."
"If your site does not display, please contact the owner of this network.","Viss ikkje netstaden din viser ordentleg, må du ta kontakt med netverkseigaren."
"If you are the owner of this network please check that MySQL is running properly and all tables are error free.","Viss du driv dette netverket, må du sjå til at MySQL køyrer ordentleg, og at alle tabellane er utan feil."
"<strong>Database tables are missing.</strong> This means that MySQL is not running, WordPress was not installed properly, or someone deleted <code>%s</code>. You really should look at your database now.","<strong>Det manglar databasetabellar.</strong> Det tyder at MySQL ikkje køyrer, WordPress ikkje er installert rett, eller nokon har sletta <code>%s</code>. Du bør sjå over databasen din no med ein gong."
"<strong>Could not find site <code>%s</code>.</strong> Searched for table <code>%s</code> in database <code>%s</code>. Is that right?","<strong>Fann ikkje nettstaden <code>%s</code>.</strong> Leitte etter tabellen <code>%s</code> i  databasen <code>%s</code>. Stemmer det?"
"What do I do now?","Kva gjer eg no?"
"Read the <a target=\"_blank\" href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">bug report</a> page. Some of the guidelines there may help you figure out what went wrong.","Les <a target=\"_blank\" href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">feilrapport</a>-sida. Ved hjelp av nokre av retningslinene der kan du kanskje finna ut kva som gjekk gale."
"If you&#8217;re still stuck with this message, then check that your database contains the following tables:","Viss du framleis får denne meldinga, bør du sjekka at databasen inneheld desse tabellane:"
"Multisite only works without the port number in the URL.","Funksjonen for fleire nettstader verkar berre utan portnummer i nettadressa."
"Database tables are missing.","Det manglar databasetabellar."
"No site by that name on this system.","Det finst ingen nettstad med det namnet her."
"The menu name <strong>%s</strong> conflicts with another menu name. Please try another.","Menynamnet <strong>%s</strong> er alt i bruk. Vel eit anna namn."
"The given object ID is not that of a menu item.","Denne objekt-ID-en høyrer ikkje til ei menyoppføring."
"Custom","Tilpassa"
"%s is a protected WP option and may not be modified","%s er eit verna WP-val og kan ikkje verte endra"
"<strong>ERROR</strong>: Invalid username or incorrect password.","<strong>Feil</strong>: Feil brukarnamn eller passord."
"You should specify a nonce action to be verified by using the first parameter.","Du bør truleg oppgje ei nonce-handling å godkjenna ved å bruka den fyrste parameteren."
"New comment on your post \"%s\"","Nytt innspel til innlegget «%s»"
"Author : %s (IP: %s , %s)","Forfattar: %s (IP: %s – %s)"
"E-mail : %s","E-postadresse: %s"
"URL    : %s","Adresse: %s"
"Comment:","Innspel: "
"You can see all comments on this post here:","Du kan sjå alle innspela til innlegget her: "
"[%s] Comment: \"%s\"","[%s] Innspel: «%s»"
"New trackback on your post \"%s\"","Nytt tilbaketråkk til innlegget «%s»"
"Website: %s (IP: %s , %s)","Nettstad: %s (IP: %s – %s)"
"Excerpt:","Utdrag: "
"You can see all trackbacks on this post here:","Du kan sjå alle tilbaketråkka til innlegget her: "
"[%s] Trackback: \"%s\"","[%s] Tilbaketråkk: «%s»"
"New pingback on your post \"%s\"","Nytt tilbakeping på innlegget «%s»"
"You can see all pingbacks on this post here:","Du kan sjå alle tilbakepinga til innlegget her: "
"[%s] Pingback: \"%s\"","[%s] Tilbakeping: «%s»"
"Permalink: %s","Fastlenkje: %s"
"Trash it: %s","Til papirkorga: %s"
"Delete it: %s","Slett det: %s"
"Spam it: %s","Merk som søppel: %s"
"A new trackback on the post \"%s\" is waiting for your approval","Eit nytt tilbaketråkk til innlegget «%s» ventar på godkjenning"
"Website : %s (IP: %s , %s)","Nettstad: %s (IP: %s – %s)"
"Trackback excerpt:","Utdrag frå tilbaketråkk: "
"A new pingback on the post \"%s\" is waiting for your approval","Eit nytt tilbakeping på innlegget «%s» ventar på godkjenning"
"Pingback excerpt:","Utdrag frå tilbakeping: "
"A new comment on the post \"%s\" is waiting for your approval","Eit nytt innspel på innlegget «%s» ventar på godkjenning"
"Approve it: %s","Godkjenn det: %s"
"Currently %s comment is waiting for approval. Please visit the moderation panel:","%s innspel ventar på godkjenning. Gå til moderatorpanelet:"
"Currently %s comments are waiting for approval. Please visit the moderation panel:","%s innspel ventar på godkjenning. Gå til moderatorpanelet:"
"[%s] Please moderate: \"%s\"","[%s] Moderer: «%s»"
"Password Lost and Changed for user: %s","Gløymt og endra passord for brukaren: %s"
"[%s] Password Lost/Changed","[%s] Passord gløymt/endra"
"New user registration on your site %s:","Ny brukarregistrering på nettstaden din %s:"
"Username: %s","Brukarnamn: %s"
"E-mail: %s","E-post: %s"
"[%s] New User Registration","[%s] Ny brukarregistrering"
"Password: %s","Passord: %s"
"[%s] Your username and password","[%s] Brukarnamnet og passordet ditt"
"Only a static class method or function can be used in an uninstall hook.","Du kan berre bruka statiske klassemetodar eller funksjonar i avinstalleringskrokar."
"Protected: %s","Verna: %s"
"Private: %s","Privat: %s"
"(more...)","(meir …)"
"There is no excerpt because this is a protected post.","Det finst ingen utdrag, fordi innlegget er verna."
"Pages:","Sider:"
"Next page","Neste side"
"Previous page","Førre side"
"Home","Heim"
"This post is password protected. To view it please enter your password below:","Dette innlegget er passordverna. Du må skriva inn passordet for å sjå det:"
"Submit","Send inn"
"j F, Y @ G:i","j. F Y @ H.i"
"%s [Autosave]","%s [Autolagring]"
"%s [Current Revision]","%s [Gjeldande utgåve]"
"%s by %s","%s av %s"
"Restore","Gjenopprett"
"Compare Revisions","Samanlikn utgåver"
"Old","Gamle"
"New","Ny"
"Date Created","Oppretta dato"
"Actions","Handlingar"
"Post","Innlegg"
"Page","Side"
"Add New","Legg til ny"
"Edit Media","Endra media"
"View Attachment Page","Sjå vedleggssida"
"Revisions","Endringar"
"Revision","Utgåve"
"Navigation Menu Items","Oppføringar i navigasjonsmenyen"
"Navigation Menu Item","Oppføring i navigasjonsmenyen"
"Published","Publisert"
"Published <span class=\"count\">(%s)</span>","Publiserte <span class=\"count\">(%s)</span>"
"Scheduled","Planlagt"
"Scheduled <span class=\"count\">(%s)</span>","Planlagde <span class=\"count\">(%s)</span>"
"Draft","Kladd"
"Draft <span class=\"count\">(%s)</span>","Kladd <span class=\"count\">(%s)</span>"
"Drafts <span class=\"count\">(%s)</span>","Kladdar <span class=\"count\">(%s)</span>"
