"New password","Nova senha"
"That email address has already been used. Please check your inbox for an activation email. It will become available in a couple of days if you do nothing.","Esse endereço de email já foi usado. Por favor procure na sua caixa de correio por um email de activação. Ficará disponível dentro de alguns dias, se não fizer nada."
"Please enter a site name.","Por favor indique o nome do site."
"That name is not allowed.","Esse nome não é permitido."
"Site name must be at least 4 characters.","O nome do site deve ter pelo menos 4 caracteres."
"Sorry, site names may not contain the character &#8220;_&#8221;!","Os nomes de sites não podem conter o caractere &#8220;_&#8221;!"
"Sorry, you may not use that site name.","Não pode usar esse nome de site"
"Sorry, site names must have letters too!","Os nomes de sites devem ter letras, também!"
"Please enter a site title.","Indique o título do site."
"Sorry, that site already exists!","Esse site já existe!"
"Sorry, that site is reserved!","Esse site está reservado!"
"That site is currently reserved but may be available in a couple days.","Esse site está actualmente reservado mas poderá estar disponível dentro de alguns dias."
"To activate your blog, please click the following link:\n\n%s\n\nAfter you activate, you will receive *another email* with your login.\n\nAfter you activate, you can visit your site here:\n\n%s","Para activar o seu blog, por favor clique no link seguinte:\n\n%s\n\nDepois de activar, receberá *outro email* com o seu código de entrada.\n\nDepois de activar, pode visitar o seu site aqui:\n\n%s"
"[%s] Activate %s","[%s] Activar %s"
"To activate your user, please click the following link:\n\n%s\n\nAfter you activate, you will receive *another email* with your login.","Para activar o seu utilizador, por favor clique no link abaixo:\n\n%s\n\nDepois de o activar, receberá uma *segunda* mensagem com os dados de acesso."
"Invalid activation key.","Chave de activação inválida."
"The user is already active.","O utilizador já está activo."
"The site is already active.","Este site já se encontra activo."
"Could not create user","Não foi possivel criar utilizador"
"That username is already activated.","Esse username já está activo"
"Could not create site.","Não foi possível criar o site."
"New Site: %s\nURL: %s\nRemote IP: %s\n\nDisable these notifications: %s","Novo site: %s\nURL: %s\nIP remoto: %s\n\nDesactivar estas notificações: %s"
"New Site Registration: %s","Registo de novo site: %s"
"New User: %s\nRemote IP: %s\n\nDisable these notifications: %s","Novo utilizador: %s\nIP remoto: %s\n\nDesactivar estas notificações: %s"
"New User Registration: %s","Registo de Novo Utilizador: %s"
"Already Installed","Já instalado"
"You appear to have already installed WordPress. To reinstall please clear your old database tables first.","Pelos vistos já instalou o WordPress. Para re-instalar comece por esvaziar as tabelas da base de dados."
"Dear User,\n\nYour new SITE_NAME site has been successfully set up at:\nBLOG_URL\n\nYou can log in to the administrator account with the following information:\nUsername: USERNAME\nPassword: PASSWORD\nLog in here: BLOG_URLwp-login.php\n\nWe hope you enjoy your new site. Thanks!\n\n--The Team @ SITE_NAME","Caro utilizador,\n\nO site SITE_NAME foi configurado com sucesso em:\nBLOG_URL\n\nJá pode aceder à conta de administração com a seguinte informação:\nUtilizador: USERNAME\nSenha: PASSWORD\nInicie a sessão aqui: BLOG_URLwp-login.php\n\nEsperamos que disfrute do seu novo site. Obrigado!\n\n--A equipa @ SITE_NAME"
"New %s Site: %s","Novo %s site: %s"
"New %s User: %s","Novo %s utilizador: %s"
"This file is too big. Files must be less than %d KB in size.","O ficheiro é demasiado grande. Os ficheiros devem ter menos que %d KB de tamanho."
"An error occurred adding you to this site. Back to the <a href=\"%s\">homepage</a>.","Ocorreu um erro ao adiciona-lo a este site. Voltar à <a href=\"%s\">página principal</a>."
"You have been added to this site. Please visit the <a href=\"%s\">homepage</a> or <a href=\"%s\">log in</a> using your username and password.","Foi adicionado a este site. Por favor visite a <a href=\"%s\">homepage </a> ou <a href=\"%s\">inicie a sessão</a> usando seu nome de utilizador e senha."
"WordPress &rsaquo; Success","WordPress &rsaquo; Sucesso"
"Dear User,\n\nYour new account is set up.\n\nYou can log in with the following information:\nUsername: USERNAME\nPassword: PASSWORD\nLOGINLINK\n\nThanks!\n\n--The Team @ SITE_NAME","Caro Utilizador,\n\nA sua nova conta está pronta.\n\nPode inciar a sessão com a seguinte informação:\nUtilizador: USERNAME\nSenha: PASSWORD\nLOGINLINK\n\nObrigado!\n\n--A Equipa @ SITE_NAME"
"This user has elected to delete their account and the content is no longer available.","Este utilizador optou por eliminar a sua conta e o conteúdo não está mais disponível."
"This site has not been activated yet. If you are having problems activating your site, please contact <a href=\"mailto:%s\">%s</a>.","Este site ainda não foi activado. Se estiver a ter problemas para activar seu site, por favor contacte <a href=\"mailto:%s\">%s</a>."
"This site has been archived or suspended.","Este site foi arquivado ou suspenso."
"That site does not exist. Please try <a href=\"%s\">%s</a>.","Esse site não existe. Por favor tente <a href=\"%s\">%s</a>."
"No site defined on this host. If you are the owner of this site, please check <a href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">Debugging a WordPress Network</a> for help.","Nenhum site definido neste servidor. Se é o dono deste site, por favor, verifique <a href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">Debugging de uma Rede WordPress</a> para obter ajuda."
"If your site does not display, please contact the owner of this network.","Se seu site não for exibido, entre em contato com o proprietário desta rede."
"If you are the owner of this network please check that MySQL is running properly and all tables are error free.","Se é o proprietário da rede verifique que o MySQL está a funcionar correctamente e que todas as tabelas estão livres de erros."
"<strong>Database tables are missing.</strong> This means that MySQL is not running, WordPress was not installed properly, or someone deleted <code>%s</code>. You really should look at your database now.","<strong>Tabelas da base de dados em falta.</strong> Isto significa que o MySql não está a correr, o Wordpress não foi instalado correctamente ou alguém eliminou <code>%s</code>. Deverá agora mesmo verificar a sua base de dados."
"<strong>Could not find site <code>%s</code>.</strong> Searched for table <code>%s</code> in database <code>%s</code>. Is that right?","<strong>Não foi possível Localizar o site <code>%s</code>.</strong> Procurada a tabela <code>%s</code> na base de dados <code>%s</code>. Está correcto?"
"What do I do now?","E agora?"
"Read the <a target=\"_blank\" href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">bug report</a> page. Some of the guidelines there may help you figure out what went wrong.","Leia a página sobre a <a target=\"_blank\" href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">relação de bugs</a>. Algumas das orientações nessa página podem ajudá-lo a descobrir o que deu errado."
"If you&#8217;re still stuck with this message, then check that your database contains the following tables:","Se continua a ver esta mensagem, por favor verifique se a sua base de dados contém as seguintes tabelas:"
"Multisite only works without the port number in the URL.","Multisite só funciona sem o número de porta no URL."
"Database tables are missing.","Tabelas da base de dados em falta."
"No site by that name on this system.","Nenhum site com esse nome neste sistema."
"The menu name <strong>%s</strong> conflicts with another menu name. Please try another.","O menu <strong>%s</strong> está em conflito com outro menu com o mesmo nome. Por favor tente outro."
"The given object ID is not that of a menu item.","O ID do objecto indicado não é um item de menu."
"Custom","Personalizado(a)"
"%s is a protected WP option and may not be modified","%s é uma opção protegida do WP e não pode ser modificada"
"<strong>ERROR</strong>: Invalid username or incorrect password.","<strong>ERRO</strong>: Nome de utilizador inválido ou senha incorrecta."
"You should specify a nonce action to be verified by using the first parameter.","Deve especificar uma acção nonce a ser verificada usando o primeiro parâmetro."
"New comment on your post \"%s\"","Novo comentário ao seu artigo \"%s\""
"Author : %s (IP: %s , %s)","Autor: %s (IP: %s , %s)"
"E-mail : %s","Email : %s"
"Comment:","Comentário:"
"You can see all comments on this post here:","Pode visualizar todos os comentários a este artigo aqui:"
"[%s] Comment: \"%s\"","[%s] Comentário: \"%s\""
"New trackback on your post \"%s\"","Novo trackback ao seu artigo \"%s\""
"Website: %s (IP: %s , %s)","Site: %s (IP: %s , %s)"
"Excerpt:","Excerto:"
"You can see all trackbacks on this post here:","Pode visualizar todos os trackbacks para este artigo aqui:"
"New pingback on your post \"%s\"","Novo pingback ao seu artigo \"%s\""
"You can see all pingbacks on this post here:","Pode visualizar todos os pingbacks para o seu artigo aqui:"
"Permalink: %s","Ligação permanente: %s"
"Trash it: %s","Para o Lixo: %s"
"Delete it: %s","Eliminar: %s"
"Spam it: %s","Assinalar como spam: %s"
"A new trackback on the post \"%s\" is waiting for your approval","Um novo trackback no artigo \"%s\" está à espera de aprovação"
"Website : %s (IP: %s , %s)","Site : %s (IP: %s , %s)"
"Trackback excerpt:","Excerto do trackback:"
"A new pingback on the post \"%s\" is waiting for your approval","Um pingback novo ao artigo \"%s\" está à espera da sua aprovação"
"Pingback excerpt:","Excerto do pingback:"
"A new comment on the post \"%s\" is waiting for your approval","Um novo comentário ao artigo \"%s\" está à espera da sua aprovação"
"Approve it: %s","Aprovar: %s"
"Currently %s comment is waiting for approval. Please visit the moderation panel:","Há neste momento %s comentário em aprovação. Por favor visite o painel de moderação:"
"Currently %s comments are waiting for approval. Please visit the moderation panel:","Há neste momento %s comentários em aprovação. Por favor visite o painel de moderação:"
"[%s] Please moderate: \"%s\"","[%s] Modere: \"%s\""
"Password Lost and Changed for user: %s","Senha perdida e alterada para o utilizador: %s"
"[%s] Password Lost/Changed","[%s] Senha perdida/alterada"
"New user registration on your site %s:","Registo de novo utilizador no seu site %s:"
"Username: %s","Nome de utilizador: %s"
"E-mail: %s","Email: %s"
"[%s] New User Registration","[%s] Registo de Novo Utilizador"
"Password: %s","Senha: %s"
"[%s] Your username and password","[%s] O seu nome de utilizador e a sua senha"
"Only a static class method or function can be used in an uninstall hook.","Apenas um método de classe estática ou função pode ser usada em num hook de desinstalação."
"Protected: %s","Protegido: %s"
"Private: %s","Privado: %s"
"(more...)","(mais...)"
"There is no excerpt because this is a protected post.","Não existe excerto porque se trata de um artigo protegido."
"Pages:","Páginas:"
"Next page","Página seguinte"
"Previous page","Página anterior"
"Home","Início"
"This post is password protected. To view it please enter your password below:","Este conteúdo está protegido por senha. Para o consultar, introduza a sua senha abaixo:"
